Rank,Title,Author,Rating,Number of Ratings,Date,Description,Reviews,Pages,Cover Type,Score,Genres
527,Snow Falling on Cedars,David Guterson,3.86,"189,246","First published September 12, 1994","Gripping, tragic, and densely atmospheric—a masterpiece of suspense San Piedro Island, north of Puget Sound, is a place so isolated that no one who lives there can afford to make enemies. But in 1954 a local fisherman is found suspiciously drowned, and a Japanese American named Kabuo Miyamoto is charged with his murder. In the course of the ensuing trial, it becomes clear that what is at stake is more than a man's guilt. For on San Pedro, memories of a charmed love affair between a white boy and the Japanese girl who grew up to become Kabuo's wife; memories of land desired, paid for, and lost. Above all, San Piedro is haunted by the memory of what happened to its Japanese residents during World War II, when an entire community was sent into exile while its neighbors watched.","6,082",460,Paperback,"21,300","Fiction, Historical Fiction, Mystery, Historical, Literary Fiction, Literature, Novels"
525,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,4.28,"978,319","First published March 24, 2009", ,"35,250",541,Hardcover,"21,532","Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Fiction, Vampires"
524,The Jungle,Upton Sinclair,3.77,"147,972","First published January 1, 1906","For nearly a century, the original version of Upton Sinclair's classic novel has remained almost entirely unknown. ","7,398",335,Paperback,"21,622","Classics, Fiction, Historical Fiction, Literature, Politics, School, Novels"
522,"Angels & Demons (Robert Langdon, #1)",Dan       Brown,3.94,"3,250,289","First published May 1, 2000",An ancient secret brotherhood.,"34,715",736,Paperback,"21,740","Fiction, Mystery, Thriller, Mystery Thriller, Suspense, Adventure, Crime"
523,Me Talk Pretty One Day,David Sedaris,4.01,"705,640","First published January 1, 2000","Anyone that has read NAKED and BARREL FEVER, or heard David Sedaris speaking live or on the radio will tell you that a new collection from him is cause for jubilation. His recent move to Paris from New York inspired these hilarious new pieces, including 'Me Talk Pretty One Day', about his attempts to learn French from a sadistic teacher who declares that 'every day spent with you is like having a caesarean section'. His family is another inspiration. 'You Can't Kill the Rooster' is a portrait of his brother, who talks incessant hip-hop slang to his bewildered father. And no one hones a finer fury in response to such modern annoyances as restaurant meals presented in ludicrous towers of food and cashiers with six-inch fingernails.","20,394",272,Paperback,"21,672","Nonfiction, Memoir, Essays, Short Stories, Comedy, Humor, Biography"
520,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,4.43,"182,727","First published September 5, 2006","A former blood slave, the vampire Zsadist still bears the scars from a past filled with suffering and humiliation. Renowned for his unquenchable fury and sinister deeds, he is a savage feared by humans and vampires alike. Anger is his only companion, and terror is his only passion—until he rescues a beautiful aristocrat from the evil Lessening Society.","8,047",434,Mass Market Paperback,"21,841","Romance, Paranormal, Vampires, Paranormal Romance, Fantasy, Urban Fantasy, Adult"
521,The Pearl,John Steinbeck,3.54,"245,801","First published January 1, 1947","Like his father and grandfather before him, Kino is a poor diver, gathering pearls from the gulf beds that once brought great wealth to the kings of Spain and now provide Kino, Juana, and their infant son with meager subsistence. Then, on a day like any other, Kino emerges from the sea with a pearl as large as a sea gull’s egg, as “perfect as the moon.” With the pearl comes hope, the promise of comfort and of security…","13,259",96,Paperback,"21,828","Classics, Fiction, Literature, School, Historical Fiction, American, Novels"
515,"Night  (The Night Trilogy, #1)",Elie Wiesel,4.37,"1,276,222","First published January 1, 1956","Born in the town of Sighet, Transylvania, Elie Wiesel was a teenager when he and his family were taken from their home in 1944 to Auschwitz concentration camp, and then to Buchenwald. ","38,990",120,Paperback,"22,062","Nonfiction, Classics, Memoir, Holocaust, Biography, School, Historical"
519,"Voyager (Outlander, #3)",Diana Gabaldon,4.39,"315,391","First published December 1, 1993",From the author of the breathtaking bestsellers ,"13,173",870,Paperback,"21,845","Historical Fiction, Romance, Fantasy, Fiction, Time Travel, Historical, Historical Romance"
518,"Betrayed (House of Night, #2)",P.C. Cast,3.92,"271,060","First published October 2, 2007", ,"6,312",310,Paperback,"21,928","Young Adult, Fantasy, Vampires, Paranormal, Romance, Fiction, Supernatural"
516,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,3.86,"560,922","First published May 22, 1996","When Siddalee Walker, oldest daughter of Vivi Abbott Walker, Ya-Ya extraordinaire, is interviewed in the New York Times about a hit play she's directed, her mother gets described as a ""tap-dancing child abuser."" Enraged, Vivi disowns Sidda. Devastated, Sidda begs forgiveness, and postpones her upcoming wedding. All looks bleak until the Ya-Yas step in and convince Vivi to send Sidda a scrapbook of their girlhood mementos, called ""Divine Secrets of the Ya-Ya Sisterhood."" As Sidda struggles to analyze her mother, she comes face to face with the tangled beauty of imperfect love, and the fact that forgiveness, more than understanding, is often what the heart longs for.","4,878",383,Paperback,"21,985","Fiction, Chick Lit, Contemporary, Adult Fiction, Southern, Historical Fiction, Adult"
514,A Christmas Carol,Charles Dickens,4.08,"852,358","First published December 17, 1843","'If I had my way, every idiot who goes around with Merry Christmas on his lips, would be boiled with his own pudding, and buried with a stake of holly through his heart. Merry Christmas? Bah humbug!'","32,448",184,Paperback,"22,274","Fiction, Christmas, Classics, Fantasy, Audiobook, Literature, Historical Fiction"
512,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.48,"1,932,578","First published May 2, 2017",FEYRE WILL BRING VENGEANCE.,"135,116",705,Paperback,"22,524","Fantasy, Romance, Young Adult, New Adult, Fiction, Romantasy, Fae"
513,The Republic,Plato,3.96,"209,399","First published January 1, 401","Presented in the form of a dialogue between Socrates and three different interlocutors, this classic text is an enquiry into the notion of a perfect community and the ideal individual within it. During the conversation, other questions are raised: what is goodness?; what is reality?; and what is knowledge? The Republic also addresses the purpose of education and the role of both women and men as guardians of the people. With remarkable lucidity and deft use of allegory, Plato arrives at a depiction of a state bound by harmony and ruled by philosopher kings.","5,921",416,Paperback,"22,283","Philosophy, Classics, Nonfiction, Politics, History, School, Literature"
517,The Twilight Collection,Stephenie Meyer,3.81,"46,755","First published November 1, 2007","Deeply romantic and extraordinarily suspenseful,","1,164",1690,Hardcover,"21,970","Fantasy, Young Adult, Romance, Vampires, Fiction, Paranormal, Paranormal Romance"
510,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.57,"939,118","First published October 20, 1955","In the third volume of The Lord of the Rings trilogy the good and evil forces join battle, and we see that the triumph of good is not absolute. The Third Age of Middle-earth ends, and the age of the dominion of Men begins.","20,154",385,Mass Market Paperback,"22,655","Fantasy, Fiction, Adventure, High Fantasy, Science Fiction Fantasy, Epic Fantasy, Audiobook"
508,Dubliners,James Joyce,3.84,"161,061","First published June 15, 1914",',"9,507",352,Paperback,"22,767","Classics, Fiction, Short Stories, Ireland, Literature, Irish Literature, 20th Century"
511,Emma,Jane Austen,4.05,"909,229","First published December 23, 1815","Emma Woodhouse is one of Austen's most captivating and vivid characters. Beautiful, spoilt, vain and irrepressibly witty, Emma organizes the lives of the inhabitants of her sleepy little village and plays matchmaker with devastating effect.","35,228",474,Paperback,"22,622","Fiction, Historical Fiction, Literature, Historical, Audiobook, 19th Century, Classic Literature"
509,The Waste Land,T.S. Eliot,4.11,"55,326","First published December 1, 1922","The work, divided in 5 sections, juxtaposes the legend of the Holy Grail and the Fisher King, with a snapshot of early twentieth-century British society. In contemporary times, it is often read published within ","1,853",288,Paperback,"22,743","Poetry, Classics, Fiction, Literature, 20th Century, School, American"
507,The Goldfinch,Donna Tartt,3.95,"956,771","First published September 23, 2013",Winner of the Pulitzer Prize for Fiction 2014,"80,259",771,Hardcover,"22,901","Fiction, Contemporary, Literary Fiction, Audiobook, Mystery, Art, Novels"
505,The Nightingale,Kristin Hannah,4.63,"1,524,648","First published January 29, 2015","In the quiet village of Carriveau, Vianne Mauriac says good-bye to her husband, Antoine, as he heads for the Front. She doesn’t believe that the Nazis will invade France…but invade they do, in droves of marching soldiers, in caravans of trucks and tanks, in planes that fill the skies and drop bombs upon the innocent. When a German captain requisitions Vianne’s home, she and her daughter must live with the enemy or lose everything. Without food or money or hope, as danger escalates all around them, she is forced to make one impossible choice after another to keep her family alive.","124,551",564,Hardcover,"23,102","Historical Fiction, Fiction, Historical, World War II, Audiobook, War, Romance"
